,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,n_shapelet_samples,max_shapelet_length,max_shapelets
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,492.42914,14.79581,1000,50000,20,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.75725,1043.51775,21.79447,1000,50000,20,
10,STC_Dilation,DistalPhalanxTW,0.69784,523.94489,17.8562,1000,50000,20,
11,STC_Dilation,ECG200,0.83,129.87422,11.35406,1000,50000,20,
12,STC_Dilation,ECGFiveDays,0.99071,45.61113,18.49699,230,50000,20,
13,STC_Dilation,ItalyPowerDemand,0.95918,41.02944,11.97676,670,50000,20,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57143,519.75414,18.99011,1000,50000,20,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,1023.33955,19.06994,1000,50000,20,
16,STC_Dilation,MiddlePhalanxTW,0.56494,565.16988,19.44836,1000,50000,20,
17,STC_Dilation,OliveOil,0.9,105.9905,3.64211,300,50000,20,
18,STC_Dilation,Plane,1.0,192.67532,15.64512,1000,50000,20,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.81463,535.4824,24.41523,1000,50000,20,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.8866,1028.86629,18.48954,1000,50000,20,
21,STC_Dilation,ProximalPhalanxTW,0.79024,499.8727,19.40863,1000,50000,20,
22,STC_Dilation,SyntheticControl,0.97,356.63587,33.63853,1000,50000,20,
23,STC_Dilation,TwoLeadECG,0.99385,38.02293,14.90222,230,50000,20,
24,STC_Dilation,Wine,0.74074,116.82011,7.78481,570,50000,20,
0,STC_Dilation,ArrowHead,0.8,115.34506,16.01033,10000,50000,20,10000
1,STC_Dilation,Beef,0.86667,173.55612,10.45588,10000,50000,20,10000
2,STC_Dilation,BeetleFly,0.95,121.09809,6.34847,10000,50000,20,10000
3,STC_Dilation,BirdChicken,0.75,116.52614,6.00418,10000,50000,20,10000
4,STC_Dilation,Car,0.83333,376.2679,32.47888,10000,50000,20,10000
5,STC_Dilation,CBF,0.99333,64.60536,27.69219,10000,50000,20,10000
6,STC_Dilation,Coffee,1.0,93.10949,4.92651,10000,50000,20,10000
7,STC_Dilation,DiatomSizeReduction,0.90523,76.78652,13.70418,10000,50000,20,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,699.11293,37.73123,10000,50000,20,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77174,1487.93913,85.04042,10000,50000,20,10000
10,STC_Dilation,DistalPhalanxTW,0.65468,720.61449,37.49402,10000,50000,20,10000
11,STC_Dilation,ECG200,0.87,133.20538,11.3278,10000,50000,20,10000
12,STC_Dilation,ECGFiveDays,0.98955,48.93709,19.58549,10000,50000,20,10000
13,STC_Dilation,ItalyPowerDemand,0.95627,39.30216,11.85832,10000,50000,20,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,719.00455,41.25898,10000,50000,20,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85223,1550.38204,94.23518,10000,50000,20,10000
16,STC_Dilation,MiddlePhalanxTW,0.57143,793.39371,41.20021,10000,50000,20,10000
17,STC_Dilation,OliveOil,0.93333,189.2079,12.72412,10000,50000,20,10000
18,STC_Dilation,Plane,1.0,195.75682,16.40217,10000,50000,20,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,726.15746,52.57653,10000,50000,20,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90034,1576.6229,95.08733,10000,50000,20,10000
21,STC_Dilation,ProximalPhalanxTW,0.80976,737.36925,50.44496,10000,50000,20,10000
22,STC_Dilation,SyntheticControl,0.97,380.50467,37.98721,10000,50000,20,10000
23,STC_Dilation,TwoLeadECG,0.99122,37.96205,15.37399,10000,50000,20,10000
24,STC_Dilation,Wine,0.96296,154.41658,12.6395,10000,50000,20,10000
0,STC_Dilation,ArrowHead,0.74286,117.00671,16.9618,20000,50000,20,20000
1,STC_Dilation,Beef,0.8,174.67539,10.6635,20000,50000,20,20000
2,STC_Dilation,BeetleFly,0.95,119.59034,6.29189,20000,50000,20,20000
3,STC_Dilation,BirdChicken,0.75,116.28252,5.98827,20000,50000,20,20000
4,STC_Dilation,Car,0.85,382.81192,33.55916,20000,50000,20,20000
5,STC_Dilation,CBF,0.99,63.18387,25.45203,20000,50000,20,20000
6,STC_Dilation,Coffee,1.0,92.45144,4.90551,20000,50000,20,20000
7,STC_Dilation,DiatomSizeReduction,0.92157,77.13186,13.95066,20000,50000,20,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7554,705.55858,37.65799,20000,50000,20,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77899,1494.11179,87.16985,20000,50000,20,20000
10,STC_Dilation,DistalPhalanxTW,0.67626,728.15105,37.62176,20000,50000,20,20000
11,STC_Dilation,ECG200,0.83,130.84475,11.20361,20000,50000,20,20000
12,STC_Dilation,ECGFiveDays,0.99303,49.03767,18.59867,20000,50000,20,20000
13,STC_Dilation,ItalyPowerDemand,0.95627,39.34249,12.0916,20000,50000,20,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,720.43259,42.82775,20000,50000,20,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86254,1561.10434,95.17905,20000,50000,20,20000
16,STC_Dilation,MiddlePhalanxTW,0.57143,807.10452,42.06086,20000,50000,20,20000
17,STC_Dilation,OliveOil,0.9,184.82049,12.69586,20000,50000,20,20000
18,STC_Dilation,Plane,1.0,194.91911,16.08168,20000,50000,20,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.81951,737.64968,53.00218,20000,50000,20,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90034,1599.30325,98.60545,20000,50000,20,20000
21,STC_Dilation,ProximalPhalanxTW,0.79024,739.56605,51.07348,20000,50000,20,20000
22,STC_Dilation,SyntheticControl,0.97667,384.08039,38.48444,20000,50000,20,20000
23,STC_Dilation,TwoLeadECG,0.99649,39.32542,16.48948,20000,50000,20,20000
24,STC_Dilation,Wine,0.83333,157.04391,12.80222,20000,50000,20,20000
0,STC_Dilation,ArrowHead,0.8,120.16697,16.86931,30000,50000,20,30000
1,STC_Dilation,Beef,0.9,174.11925,10.55,30000,50000,20,30000
2,STC_Dilation,BeetleFly,0.95,121.07444,6.25796,30000,50000,20,30000
3,STC_Dilation,BirdChicken,0.75,116.78077,6.19262,30000,50000,20,30000
4,STC_Dilation,Car,0.86667,383.21252,33.24494,30000,50000,20,30000
5,STC_Dilation,CBF,0.99667,62.87693,26.46193,30000,50000,20,30000
6,STC_Dilation,Coffee,1.0,90.64515,4.80037,30000,50000,20,30000
7,STC_Dilation,DiatomSizeReduction,0.94118,76.18061,13.40346,30000,50000,20,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,709.50587,38.28732,30000,50000,20,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,1466.92541,82.41713,30000,50000,20,30000
10,STC_Dilation,DistalPhalanxTW,0.66906,723.3486,36.97353,30000,50000,20,30000
11,STC_Dilation,ECG200,0.87,133.46108,11.43781,30000,50000,20,30000
12,STC_Dilation,ECGFiveDays,0.964,48.42524,19.1021,30000,50000,20,30000
13,STC_Dilation,ItalyPowerDemand,0.9621,39.77651,12.37148,30000,50000,20,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,713.15485,41.01166,30000,50000,20,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,1578.77305,99.60934,30000,50000,20,30000
16,STC_Dilation,MiddlePhalanxTW,0.56494,806.52078,42.39682,30000,50000,20,30000
17,STC_Dilation,OliveOil,0.9,186.04224,12.6147,30000,50000,20,30000
18,STC_Dilation,Plane,1.0,197.69894,16.42784,30000,50000,20,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,736.58003,52.60594,30000,50000,20,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.91065,1616.56828,98.10551,30000,50000,20,30000
21,STC_Dilation,ProximalPhalanxTW,0.79512,739.97948,50.30346,30000,50000,20,30000
22,STC_Dilation,SyntheticControl,0.97,378.99544,37.54575,30000,50000,20,30000
23,STC_Dilation,TwoLeadECG,0.98859,38.5463,15.26831,30000,50000,20,30000
24,STC_Dilation,Wine,0.7963,155.53084,12.64629,30000,50000,20,30000
0,STC_Dilation,ArrowHead,0.8,115.96375,16.30005,50000,50000,20,50000
1,STC_Dilation,Beef,0.8,173.17364,10.2441,50000,50000,20,50000
2,STC_Dilation,BeetleFly,0.95,118.25748,6.23857,50000,50000,20,50000
3,STC_Dilation,BirdChicken,0.75,116.71024,6.17965,50000,50000,20,50000
4,STC_Dilation,Car,0.9,373.83245,32.22276,50000,50000,20,50000
5,STC_Dilation,CBF,0.99556,62.72203,26.68857,50000,50000,20,50000
6,STC_Dilation,Coffee,1.0,91.75092,5.10401,50000,50000,20,50000
7,STC_Dilation,DiatomSizeReduction,0.93137,76.31373,13.81285,50000,50000,20,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.76259,701.06994,37.53062,50000,50000,20,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77536,1497.12658,84.80287,50000,50000,20,50000
10,STC_Dilation,DistalPhalanxTW,0.67626,713.72486,35.79682,50000,50000,20,50000
11,STC_Dilation,ECG200,0.87,130.07129,11.35569,50000,50000,20,50000
12,STC_Dilation,ECGFiveDays,0.99303,48.29424,19.28411,50000,50000,20,50000
13,STC_Dilation,ItalyPowerDemand,0.95627,39.02947,11.45005,50000,50000,20,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.59091,719.81167,41.68283,50000,50000,20,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85911,1548.83291,96.11297,50000,50000,20,50000
16,STC_Dilation,MiddlePhalanxTW,0.59091,808.47493,42.93236,50000,50000,20,50000
17,STC_Dilation,OliveOil,0.9,188.69266,12.92942,50000,50000,20,50000
18,STC_Dilation,Plane,1.0,194.08817,15.86974,50000,50000,20,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83415,730.63476,51.81664,50000,50000,20,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90034,1569.2079,91.47804,50000,50000,20,50000
21,STC_Dilation,ProximalPhalanxTW,0.81463,746.69558,51.59129,50000,50000,20,50000
22,STC_Dilation,SyntheticControl,0.96333,376.00921,37.76988,50000,50000,20,50000
23,STC_Dilation,TwoLeadECG,0.99649,38.85925,14.97097,50000,50000,20,50000
24,STC_Dilation,Wine,0.90741,156.14531,13.10845,50000,50000,20,50000
0,STC_Dilation,ArrowHead,0.68571,99.38675,10.22085,360,50000,40,
1,STC_Dilation,Beef,0.76667,116.75464,3.66204,300,50000,40,
2,STC_Dilation,BeetleFly,0.85,82.79303,2.18358,200,50000,40,
3,STC_Dilation,BirdChicken,0.8,83.85809,2.21989,200,50000,40,
4,STC_Dilation,Car,0.86667,248.46347,10.10802,600,50000,40,
5,STC_Dilation,CBF,0.99,55.23976,15.97904,300,50000,40,
6,STC_Dilation,Coffee,1.0,75.22769,2.91506,280,50000,40,
7,STC_Dilation,DiatomSizeReduction,0.92157,60.74422,6.78906,160,50000,40,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.76259,497.53287,16.58404,1000,50000,40,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,1115.38269,30.60614,1000,50000,40,
10,STC_Dilation,DistalPhalanxTW,0.66906,496.47777,16.58047,1000,50000,40,
11,STC_Dilation,ECG200,0.84,105.06258,7.20922,1000,50000,40,
12,STC_Dilation,ECGFiveDays,1.0,42.34728,13.82003,230,50000,40,
13,STC_Dilation,ItalyPowerDemand,0.96501,38.38129,10.81801,670,50000,40,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,514.2056,20.09746,1000,50000,40,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.8488,1068.05374,24.96949,1000,50000,40,
16,STC_Dilation,MiddlePhalanxTW,0.55844,551.22418,22.55047,1000,50000,40,
17,STC_Dilation,OliveOil,0.9,110.72681,3.77576,300,50000,40,
18,STC_Dilation,Plane,1.0,155.79774,9.37747,1000,50000,40,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,533.1943,27.63989,1000,50000,40,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89347,1090.81956,27.19902,1000,50000,40,
21,STC_Dilation,ProximalPhalanxTW,0.80976,496.7007,22.54182,1000,50000,40,
22,STC_Dilation,SyntheticControl,0.99667,305.17998,21.99566,1000,50000,40,
23,STC_Dilation,TwoLeadECG,0.99385,33.84679,10.08086,230,50000,40,
24,STC_Dilation,Wine,0.87037,121.85173,7.99319,570,50000,40,
0,STC_Dilation,ArrowHead,0.76,103.71666,11.32217,10000,50000,40,10000
1,STC_Dilation,Beef,0.76667,145.87577,6.63867,10000,50000,40,10000
2,STC_Dilation,BeetleFly,0.95,100.57275,3.62203,10000,50000,40,10000
3,STC_Dilation,BirdChicken,0.85,100.49388,3.61346,10000,50000,40,10000
4,STC_Dilation,Car,0.83333,327.49733,22.69803,10000,50000,40,10000
5,STC_Dilation,CBF,0.99556,54.97107,17.40461,10000,50000,40,10000
6,STC_Dilation,Coffee,1.0,80.0489,3.21862,10000,50000,40,10000
7,STC_Dilation,DiatomSizeReduction,0.92484,69.00575,9.36571,10000,50000,40,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,578.07168,25.89217,10000,50000,40,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78261,1261.81063,51.83684,10000,50000,40,10000
10,STC_Dilation,DistalPhalanxTW,0.65468,594.80456,27.65112,10000,50000,40,10000
11,STC_Dilation,ECG200,0.82,104.35602,7.32236,10000,50000,40,10000
12,STC_Dilation,ECGFiveDays,1.0,43.62759,13.98247,10000,50000,40,10000
13,STC_Dilation,ItalyPowerDemand,0.95918,38.14593,10.62117,10000,50000,40,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,587.66921,27.91257,10000,50000,40,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86598,1342.96912,65.71864,10000,50000,40,10000
16,STC_Dilation,MiddlePhalanxTW,0.57143,637.32133,29.8523,10000,50000,40,10000
17,STC_Dilation,OliveOil,0.9,146.94108,7.76449,10000,50000,40,10000
18,STC_Dilation,Plane,1.0,155.77327,9.30541,10000,50000,40,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.84878,591.4546,36.42474,10000,50000,40,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.90034,1349.90827,63.9332,10000,50000,40,10000
21,STC_Dilation,ProximalPhalanxTW,0.8,598.4453,36.70376,10000,50000,40,10000
22,STC_Dilation,SyntheticControl,0.99333,309.15924,23.00645,10000,50000,40,10000
23,STC_Dilation,TwoLeadECG,0.99385,34.09923,10.37976,10000,50000,40,10000
24,STC_Dilation,Wine,0.92593,129.21177,8.86047,10000,50000,40,10000
0,STC_Dilation,ArrowHead,0.74857,98.77941,10.4493,20000,50000,40,20000
1,STC_Dilation,Beef,0.86667,146.75965,6.91635,20000,50000,40,20000
2,STC_Dilation,BeetleFly,0.9,99.06736,3.62694,20000,50000,40,20000
3,STC_Dilation,BirdChicken,0.85,100.37749,3.54373,20000,50000,40,20000
4,STC_Dilation,Car,0.86667,325.38786,21.5541,20000,50000,40,20000
5,STC_Dilation,CBF,0.96889,55.2184,16.51731,20000,50000,40,20000
6,STC_Dilation,Coffee,1.0,80.47171,3.31319,20000,50000,40,20000
7,STC_Dilation,DiatomSizeReduction,0.9281,68.96437,9.00485,20000,50000,40,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,588.17665,26.76011,20000,50000,40,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,1308.60794,56.46101,20000,50000,40,20000
10,STC_Dilation,DistalPhalanxTW,0.68345,589.83386,27.11306,20000,50000,40,20000
11,STC_Dilation,ECG200,0.8,105.6742,7.54629,20000,50000,40,20000
12,STC_Dilation,ECGFiveDays,0.99884,42.88003,13.27911,20000,50000,40,20000
13,STC_Dilation,ItalyPowerDemand,0.95821,37.72114,10.82022,20000,50000,40,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.55195,587.32867,28.24955,20000,50000,40,20000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86598,1343.90204,65.3792,20000,50000,40,20000
16,STC_Dilation,MiddlePhalanxTW,0.55195,628.8575,28.59223,20000,50000,40,20000
17,STC_Dilation,OliveOil,0.9,148.26738,8.07995,20000,50000,40,20000
18,STC_Dilation,Plane,1.0,154.98987,9.13868,20000,50000,40,20000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.81463,595.51966,37.67876,20000,50000,40,20000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89347,1359.39835,64.70615,20000,50000,40,20000
21,STC_Dilation,ProximalPhalanxTW,0.8,601.50848,37.83011,20000,50000,40,20000
22,STC_Dilation,SyntheticControl,0.99333,306.16192,23.2462,20000,50000,40,20000
23,STC_Dilation,TwoLeadECG,0.99034,35.23067,11.62253,20000,50000,40,20000
24,STC_Dilation,Wine,0.90741,129.62178,9.07833,20000,50000,40,20000
0,STC_Dilation,ArrowHead,0.71429,101.99605,10.74482,30000,50000,40,30000
1,STC_Dilation,Beef,0.83333,144.80211,6.54022,30000,50000,40,30000
2,STC_Dilation,BeetleFly,0.85,97.9084,3.48941,30000,50000,40,30000
3,STC_Dilation,BirdChicken,0.9,99.80217,3.54165,30000,50000,40,30000
4,STC_Dilation,Car,0.88333,328.43239,21.48638,30000,50000,40,30000
5,STC_Dilation,CBF,1.0,55.03181,16.91905,30000,50000,40,30000
6,STC_Dilation,Coffee,1.0,80.30167,3.13881,30000,50000,40,30000
7,STC_Dilation,DiatomSizeReduction,0.92157,69.95447,9.37342,30000,50000,40,30000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,581.80549,26.21694,30000,50000,40,30000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.79348,1288.79726,54.01784,30000,50000,40,30000
10,STC_Dilation,DistalPhalanxTW,0.66906,587.30403,26.1483,30000,50000,40,30000
11,STC_Dilation,ECG200,0.82,104.30757,7.37266,30000,50000,40,30000
12,STC_Dilation,ECGFiveDays,1.0,42.95426,14.23656,30000,50000,40,30000
13,STC_Dilation,ItalyPowerDemand,0.95821,37.68717,10.92514,30000,50000,40,30000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57792,580.29212,28.02884,30000,50000,40,30000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86598,1323.85413,65.33831,30000,50000,40,30000
16,STC_Dilation,MiddlePhalanxTW,0.56494,633.71773,29.19575,30000,50000,40,30000
17,STC_Dilation,OliveOil,0.9,146.57123,7.92004,30000,50000,40,30000
18,STC_Dilation,Plane,1.0,155.76473,9.21922,30000,50000,40,30000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,595.59621,36.78871,30000,50000,40,30000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89691,1382.04581,64.8705,30000,50000,40,30000
21,STC_Dilation,ProximalPhalanxTW,0.78537,600.97678,36.75008,30000,50000,40,30000
22,STC_Dilation,SyntheticControl,0.99667,307.64763,23.55625,30000,50000,40,30000
23,STC_Dilation,TwoLeadECG,0.99824,34.08693,10.451,30000,50000,40,30000
24,STC_Dilation,Wine,0.96296,131.52976,9.29742,30000,50000,40,30000
0,STC_Dilation,ArrowHead,0.77714,102.95336,10.90484,50000,50000,40,50000
1,STC_Dilation,Beef,0.8,147.41954,7.0516,50000,50000,40,50000
2,STC_Dilation,BeetleFly,0.85,98.96898,3.53043,50000,50000,40,50000
3,STC_Dilation,BirdChicken,0.85,98.611,3.54931,50000,50000,40,50000
4,STC_Dilation,Car,0.88333,327.80403,22.00499,50000,50000,40,50000
5,STC_Dilation,CBF,0.99778,54.9468,16.93517,50000,50000,40,50000
6,STC_Dilation,Coffee,1.0,79.9222,3.13928,50000,50000,40,50000
7,STC_Dilation,DiatomSizeReduction,0.93791,70.21001,9.42417,50000,50000,40,50000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.73381,583.05567,26.37341,50000,50000,40,50000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.7971,1287.78257,54.6983,50000,50000,40,50000
10,STC_Dilation,DistalPhalanxTW,0.64748,588.92096,26.65904,50000,50000,40,50000
11,STC_Dilation,ECG200,0.82,105.53479,7.34442,50000,50000,40,50000
12,STC_Dilation,ECGFiveDays,1.0,43.20134,13.94688,50000,50000,40,50000
13,STC_Dilation,ItalyPowerDemand,0.96404,38.11444,10.63651,50000,50000,40,50000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,577.10176,27.85698,50000,50000,40,50000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.86254,1327.35668,63.52613,50000,50000,40,50000
16,STC_Dilation,MiddlePhalanxTW,0.53247,640.89512,30.43248,50000,50000,40,50000
17,STC_Dilation,OliveOil,0.9,148.3569,7.82904,50000,50000,40,50000
18,STC_Dilation,Plane,1.0,157.20345,9.28015,50000,50000,40,50000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.83902,595.56398,36.76159,50000,50000,40,50000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.91065,1353.49688,63.60547,50000,50000,40,50000
21,STC_Dilation,ProximalPhalanxTW,0.81463,600.25218,36.57362,50000,50000,40,50000
22,STC_Dilation,SyntheticControl,0.99667,308.93006,23.4664,50000,50000,40,50000
23,STC_Dilation,TwoLeadECG,0.98859,34.08874,10.16711,50000,50000,40,50000
24,STC_Dilation,Wine,0.88889,128.73483,9.05704,50000,50000,40,50000
0,STC_Dilation,ArrowHead,0.77143,99.5661,7.74356,360,50000,80,
1,STC_Dilation,Beef,0.86667,137.3908,3.60902,300,50000,80,
2,STC_Dilation,BeetleFly,0.9,100.94943,2.081,200,50000,80,
3,STC_Dilation,BirdChicken,0.9,101.28609,1.87135,200,50000,80,
4,STC_Dilation,Car,0.9,317.45323,11.0663,600,50000,80,
5,STC_Dilation,CBF,0.96778,53.51646,11.63659,300,50000,80,
6,STC_Dilation,Coffee,0.96429,75.6415,2.0536,280,50000,80,
7,STC_Dilation,DiatomSizeReduction,0.94118,68.30543,5.9761,160,50000,80,
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.7482,470.48744,15.77245,1000,50000,80,
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.78986,1148.42681,36.43155,1000,50000,80,
10,STC_Dilation,DistalPhalanxTW,0.68345,457.77404,14.53636,1000,50000,80,
11,STC_Dilation,ECG200,0.84,85.51096,4.61345,1000,50000,80,
12,STC_Dilation,ECGFiveDays,0.99303,38.49621,9.76633,230,50000,80,
13,STC_Dilation,ItalyPowerDemand,0.95627,37.74672,10.36563,670,50000,80,
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.53896,477.40201,18.2682,1000,50000,80,
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.84536,1073.38187,32.75789,1000,50000,80,
16,STC_Dilation,MiddlePhalanxTW,0.56494,494.04552,17.83377,1000,50000,80,
17,STC_Dilation,OliveOil,0.9,126.05795,3.66163,300,50000,80,
18,STC_Dilation,Plane,1.0,137.31612,5.40036,1000,50000,80,
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,473.62425,23.80279,1000,50000,80,
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89003,1051.62345,28.89842,1000,50000,80,
21,STC_Dilation,ProximalPhalanxTW,0.78537,459.09596,20.74835,1000,50000,80,
22,STC_Dilation,SyntheticControl,0.99667,285.88709,20.82249,1000,50000,80,
23,STC_Dilation,TwoLeadECG,0.99034,32.40748,7.62576,230,50000,80,
24,STC_Dilation,Wine,0.96296,115.94658,6.25005,570,50000,80,
0,STC_Dilation,ArrowHead,0.79429,98.83115,7.48629,10000,50000,80,10000
1,STC_Dilation,Beef,0.9,145.27817,4.5923,10000,50000,80,10000
2,STC_Dilation,BeetleFly,1.0,105.04011,2.42771,10000,50000,80,10000
3,STC_Dilation,BirdChicken,0.9,106.6308,2.30808,10000,50000,80,10000
4,STC_Dilation,Car,0.86667,339.74717,14.56917,10000,50000,80,10000
5,STC_Dilation,CBF,0.96111,52.48946,10.59365,10000,50000,80,10000
6,STC_Dilation,Coffee,0.96429,74.35515,1.89404,10000,50000,80,10000
7,STC_Dilation,DiatomSizeReduction,0.92157,70.37076,6.33651,10000,50000,80,10000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.74101,484.48637,17.47137,10000,50000,80,10000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.80072,1172.10227,42.09883,10000,50000,80,10000
10,STC_Dilation,DistalPhalanxTW,0.67626,486.94111,17.81283,10000,50000,80,10000
11,STC_Dilation,ECG200,0.84,85.76085,4.68939,10000,50000,80,10000
12,STC_Dilation,ECGFiveDays,0.99652,38.9358,9.54695,10000,50000,80,10000
13,STC_Dilation,ItalyPowerDemand,0.96113,38.23569,11.27779,10000,50000,80,10000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.57792,492.01188,19.9786,10000,50000,80,10000
15,STC_Dilation,MiddlePhalanxOutlineCorrect,0.85567,1138.14674,41.58534,10000,50000,80,10000
16,STC_Dilation,MiddlePhalanxTW,0.55195,514.24837,19.93546,10000,50000,80,10000
17,STC_Dilation,OliveOil,0.86667,139.45708,5.05968,10000,50000,80,10000
18,STC_Dilation,Plane,1.0,138.13194,5.6562,10000,50000,80,10000
19,STC_Dilation,ProximalPhalanxOutlineAgeGroup,0.82927,485.72078,26.0316,10000,50000,80,10000
20,STC_Dilation,ProximalPhalanxOutlineCorrect,0.89691,1140.19339,43.97731,10000,50000,80,10000
21,STC_Dilation,ProximalPhalanxTW,0.79512,494.92502,25.70819,10000,50000,80,10000
22,STC_Dilation,SyntheticControl,0.99667,286.81393,21.18971,10000,50000,80,10000
23,STC_Dilation,TwoLeadECG,0.98946,33.26747,8.11683,10000,50000,80,10000
24,STC_Dilation,Wine,0.90741,120.30068,6.83328,10000,50000,80,10000
0,STC_Dilation,ArrowHead,0.81143,98.73094,7.71879,20000,50000,80,20000
1,STC_Dilation,Beef,0.86667,143.87571,4.39,20000,50000,80,20000
2,STC_Dilation,BeetleFly,0.9,106.56685,2.45563,20000,50000,80,20000
3,STC_Dilation,BirdChicken,0.85,106.67263,2.19115,20000,50000,80,20000
4,STC_Dilation,Car,0.86667,336.2637,14.25083,20000,50000,80,20000
5,STC_Dilation,CBF,0.96556,52.65375,11.41318,20000,50000,80,20000
6,STC_Dilation,Coffee,0.96429,75.63137,2.14159,20000,50000,80,20000
7,STC_Dilation,DiatomSizeReduction,0.93791,71.85711,6.4837,20000,50000,80,20000
8,STC_Dilation,DistalPhalanxOutlineAgeGroup,0.72662,485.58639,17.70292,20000,50000,80,20000
9,STC_Dilation,DistalPhalanxOutlineCorrect,0.77174,1177.06181,41.05733,20000,50000,80,20000
10,STC_Dilation,DistalPhalanxTW,0.70504,486.58747,17.84114,20000,50000,80,20000
11,STC_Dilation,ECG200,0.82,85.39982,4.52969,20000,50000,80,20000
12,STC_Dilation,ECGFiveDays,0.99187,38.98634,9.70493,20000,50000,80,20000
13,STC_Dilation,ItalyPowerDemand,0.96016,38.53983,10.9518,20000,50000,80,20000
14,STC_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,496.11979,20.0003,20000,50000,80,20000
