,Classifier,Dataset,Accuracy,Fit-Time,Predict-Time,total_feature_count,num_of_random_dilations_per_window,win_lengths,norm_options,word_lengths,alphabet_size,feature_selection,max_feature_count
2,CBOSS_Dilation,BeetleFly,0.75,2.74386,0.75023,1183,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.85,5.71002,0.73245,923,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
4,CBOSS_Dilation,Car,0.7,14.74021,2.06913,429,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
5,CBOSS_Dilation,CBF,0.98333,2.60409,27.40677,364,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
6,CBOSS_Dilation,Coffee,1.0,5.07855,0.94453,169,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.85294,2.16695,9.88094,78,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.7554,26.8163,4.50859,1664,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.68478,38.95279,9.15784,260,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.6259,26.32197,4.55893,455,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
11,CBOSS_Dilation,ECG200,0.83,8.24392,3.07101,325,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.94425,2.6281,24.64107,156,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.90671,2.12022,28.8496,91,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.51299,25.13417,4.90911,416,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.69759,35.2872,9.15984,117,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.50649,21.57125,4.64299,143,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,5.21335,1.00729,39,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
18,CBOSS_Dilation,Plane,1.0,10.70577,3.3727,416,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.80976,11.39932,6.58462,390,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.82474,29.96355,9.26675,520,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.76098,23.16381,6.79987,117,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.95,13.33717,9.34859,2275,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.97629,3.2711,32.26719,65,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
24,CBOSS_Dilation,Wine,0.62963,11.68332,1.42733,13,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.78857,4.17005,5.59087,2340,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
1,CBOSS_Dilation,Beef,0.6,8.9387,1.09202,988,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.85,16.76839,0.76363,4836,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,13.87269,0.77701,2171,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
4,CBOSS_Dilation,Car,0.73333,10.00072,2.19074,2379,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
5,CBOSS_Dilation,CBF,0.99667,11.63593,26.50002,1300,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,5.40799,0.96369,234,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.8366,4.03748,9.69899,1131,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.71942,30.27678,4.54019,858,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.75,52.15987,9.11172,416,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.64029,31.74631,4.83066,3432,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.81,11.27986,3.07643,351,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99419,5.45193,24.32746,299,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.82702,2.65146,28.23273,130,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.50649,15.0815,5.03843,1300,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.76632,40.74251,9.4359,1287,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.55195,29.96045,4.99118,1508,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.86667,11.15519,1.1311,455,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,12.76526,3.44475,12662,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,30.10662,6.86065,520,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.83849,44.32013,9.89749,897,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.78537,24.62843,7.21312,4550,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.91333,18.02092,9.21933,4810,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.98683,3.24582,34.07227,260,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
24,CBOSS_Dilation,Wine,0.85185,11.53168,1.72037,169,13,"[20, 40, 60, 80, 100, 120]","[True, False]","[6, 8]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.77143,3.97876,5.56,871,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
1,CBOSS_Dilation,Beef,0.63333,4.5236,1.07789,364,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,2.82502,0.74874,884,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.85,6.99309,0.72722,533,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
4,CBOSS_Dilation,Car,0.75,11.80975,2.09963,338,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
5,CBOSS_Dilation,CBF,0.99111,3.61962,26.62889,910,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
6,CBOSS_Dilation,Coffee,0.89286,3.36818,0.95063,130,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.83333,2.11563,9.71997,182,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.71223,13.80532,4.51405,247,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.74275,19.90505,9.10093,286,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.58993,13.7079,4.53271,403,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
11,CBOSS_Dilation,ECG200,0.84,6.18427,3.03977,520,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.98258,2.76065,25.00449,416,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.90962,1.10557,28.75855,143,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.56494,13.68391,4.84806,325,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.54296,18.69808,8.33084,260,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.49351,13.79937,4.82858,156,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.73333,13.27978,1.06466,26,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,6.92962,3.42146,2535,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.82439,13.49382,6.40907,949,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.84192,19.32169,9.71617,156,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.77073,13.54983,6.73033,299,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.91667,6.97104,9.37528,1430,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.97278,2.79932,32.20829,0,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
24,CBOSS_Dilation,Wine,0.59259,7.32854,1.5772,13,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.78286,5.30569,5.67892,1313,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
1,CBOSS_Dilation,Beef,0.66667,6.04558,1.0847,845,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,5.55949,0.71788,2561,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.9,8.77732,0.74172,5512,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
4,CBOSS_Dilation,Car,0.86667,17.7844,2.29673,2964,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
5,CBOSS_Dilation,CBF,0.97444,6.23878,26.51335,897,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
6,CBOSS_Dilation,Coffee,1.0,3.92757,0.94169,1742,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.83333,2.34742,9.6374,1547,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.66187,14.36161,4.70063,1508,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.72101,27.4415,8.86644,2925,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.66187,16.72709,4.65376,5980,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
11,CBOSS_Dilation,ECG200,0.83,9.72048,2.96298,1430,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.98026,6.04927,25.91637,247,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.81244,1.37738,25.04529,117,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.55844,15.85664,5.02613,2470,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.73196,24.00667,9.3526,572,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.59091,16.18836,5.28853,1014,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,4.29289,1.04734,364,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
18,CBOSS_Dilation,Plane,1.0,11.34002,3.4644,10387,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.8439,15.82312,7.18548,182,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.86598,23.659,9.96726,702,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.76585,15.58967,7.14224,4212,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.75667,10.16191,7.78791,130,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.90342,3.4917,30.46844,104,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
24,CBOSS_Dilation,Wine,0.81481,6.2062,1.76591,169,13,"[20, 40, 60, 80, 100, 120]","[True, False]",[8],4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.77143,3.67109,5.434,260,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
1,CBOSS_Dilation,Beef,0.5,4.66452,1.04434,39,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.65,4.64702,0.71276,416,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.8,10.41361,0.72488,273,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
4,CBOSS_Dilation,Car,0.8,8.15332,2.00707,351,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
5,CBOSS_Dilation,CBF,0.98444,5.93332,26.55983,364,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,3.95291,0.93548,39,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.8366,2.52262,8.99176,26,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,24.71452,4.25475,78,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.68478,35.24879,8.82207,156,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.65468,25.59409,4.48347,182,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
11,CBOSS_Dilation,ECG200,0.84,6.16005,3.05539,455,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.91754,2.84565,24.86321,78,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.8999,1.99452,28.18878,13,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.6039,24.69375,4.75275,169,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.65636,33.07967,8.50543,39,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.52597,24.67782,4.69718,130,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
17,CBOSS_Dilation,OliveOil,0.76667,8.04636,0.95157,0,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
18,CBOSS_Dilation,Plane,1.0,7.42822,3.35946,780,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.85854,22.43544,6.64331,52,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.78694,34.99597,9.11204,273,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.7561,24.40794,6.22663,91,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.90333,12.94999,9.42042,806,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.94644,4.95759,31.36747,13,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
24,CBOSS_Dilation,Wine,0.5,7.34367,1.37209,0,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",2,chi2,256
0,CBOSS_Dilation,ArrowHead,0.78286,6.15408,5.61297,1781,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
1,CBOSS_Dilation,Beef,0.6,2.77444,1.11017,741,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
2,CBOSS_Dilation,BeetleFly,0.8,5.55081,0.72475,1326,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
3,CBOSS_Dilation,BirdChicken,0.85,7.75908,0.75114,390,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
4,CBOSS_Dilation,Car,0.86667,18.91889,2.20711,3666,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
5,CBOSS_Dilation,CBF,0.99778,3.93646,26.97634,585,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
6,CBOSS_Dilation,Coffee,0.92857,4.32978,0.97665,247,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.87582,3.89018,9.43149,143,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,27.20271,4.41582,260,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.72464,41.01281,9.1115,1079,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.63309,26.10286,4.65178,2574,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
11,CBOSS_Dilation,ECG200,0.82,6.95255,2.82123,676,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.99884,2.25851,25.47581,390,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.89893,2.26397,27.69116,104,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.50649,27.54956,5.03352,1469,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.70103,37.13896,9.04497,156,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.52597,27.54846,4.86797,494,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
17,CBOSS_Dilation,OliveOil,0.83333,7.29134,1.03093,39,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
18,CBOSS_Dilation,Plane,1.0,7.1702,3.34629,8255,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.81463,24.92014,6.80346,585,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.84536,38.32938,9.59391,637,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.76098,8.79811,6.60198,624,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.94667,13.52348,9.2179,793,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.95259,4.80354,32.47788,130,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
24,CBOSS_Dilation,Wine,0.74074,7.83352,1.63224,234,13,"[12, 20, 30, 40, 50]","[True, False]","[4, 6]",4,chi2,256
0,CBOSS_Dilation,ArrowHead,0.76571,4.80653,5.36768,169,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
1,CBOSS_Dilation,Beef,0.7,5.71713,1.02624,559,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
2,CBOSS_Dilation,BeetleFly,0.7,3.85259,0.7285,455,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
3,CBOSS_Dilation,BirdChicken,0.8,5.17911,0.74644,156,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
4,CBOSS_Dilation,Car,0.75,22.81845,2.09448,403,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
5,CBOSS_Dilation,CBF,0.93778,2.93534,25.81804,234,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
6,CBOSS_Dilation,Coffee,0.96429,2.87527,0.94534,78,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
7,CBOSS_Dilation,DiatomSizeReduction,0.77778,2.12735,9.29133,234,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
8,CBOSS_Dilation,DistalPhalanxOutlineAgeGroup,0.70504,12.67379,4.30173,117,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
9,CBOSS_Dilation,DistalPhalanxOutlineCorrect,0.68841,18.37057,8.8127,104,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
10,CBOSS_Dilation,DistalPhalanxTW,0.63309,13.0282,4.39908,624,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
11,CBOSS_Dilation,ECG200,0.83,5.64423,2.96081,91,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
12,CBOSS_Dilation,ECGFiveDays,0.98606,2.69296,24.3948,78,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
13,CBOSS_Dilation,ItalyPowerDemand,0.92614,1.03664,28.31318,39,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
14,CBOSS_Dilation,MiddlePhalanxOutlineAgeGroup,0.53896,12.96143,4.90886,273,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
15,CBOSS_Dilation,MiddlePhalanxOutlineCorrect,0.58763,17.52436,9.04092,13,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
16,CBOSS_Dilation,MiddlePhalanxTW,0.51299,12.84268,4.81466,507,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
17,CBOSS_Dilation,OliveOil,0.66667,4.47601,0.90018,13,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
18,CBOSS_Dilation,Plane,1.0,10.7938,3.29776,611,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
19,CBOSS_Dilation,ProximalPhalanxOutlineAgeGroup,0.86341,12.83895,6.51043,78,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
20,CBOSS_Dilation,ProximalPhalanxOutlineCorrect,0.75258,17.99007,9.27074,325,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
21,CBOSS_Dilation,ProximalPhalanxTW,0.77073,12.9996,6.58049,143,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
22,CBOSS_Dilation,SyntheticControl,0.93667,6.68588,9.62583,793,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
23,CBOSS_Dilation,TwoLeadECG,0.97015,2.55399,30.70592,26,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
24,CBOSS_Dilation,Wine,0.62963,12.99351,1.45646,0,13,"[12, 20, 30, 40, 50]","[True, False]",[6],2,chi2,256
